id: 20d0a6f4e991402598438d6721dc0040 url: 4I7qScX9X1Y                                   
PCO: 0.7203          AAE: 0.2731                                        
                                                                        
gt_time              time_dif             word                          
124.81               0.56                 doo                           
125.04               0.49                 doo                           
125.28               0.33                 doo                           
125.51               0.57                 doo                           
125.74               1.01                 doo                           
126.20               0.78                 doo                           
126.66               0.55                 doo                           
126.89               0.55                 doo                           
127.12               0.55                 doo                           
127.35               0.55                 doo                           
127.58               0.53                 doo                           
128.05               0.53                 doo                           
131.28               0.32                 doo                           
131.74               0.56                 doo                           
134.05               -0.59                doo                           
134.28               -0.61                doo                           
134.51               -0.38                doo                           
134.74               -0.38                doo                           
163.13               0.53                 ooh                           
163.59               0.35                 ooh                           
168.90               0.45                 three                         
174.44               1.39                 give                          
174.67               1.25                 me                            
174.90               1.41                 more                          
175.83               0.72                 easy                          
181.83               -0.64                give                          
183.67               1.70                 three                         
184.13               2.37                 times                         
184.83               2.38                 ee                            
186.44               0.97                 two                           
186.90               3.29                 times                         
188.98               1.70                 mmm                           
190.14               2.13                 oh                            
190.60               1.71                 yeah                          
192.21               1.12                 ooh                           
195.21               0.53                 doo                           
195.45               0.77                 doo                           
195.68               0.74                 doo                           
195.91               0.98                 doo                           
196.37               0.75                 doo                           
196.83               0.52                 doo                           
197.06               0.52                 doo                           
197.29               0.52                 doo                           
197.52               0.55                 doo                           
197.75               0.55                 doo                           
198.22               0.53                 doo                           
199.14               0.30                 doo                           
199.37               0.53                 doo                           
199.60               0.51                 doo                           
200.06               0.51                 doo                           
203.06               0.53                 doo                           
203.29               0.51                 doo                           
203.75               0.51                 doo                           
205.60               -0.40                doo                           
206.06               -0.61                doo                           
207.91               -0.41                doo                           
209.29               -0.41                doo                           
209.76               -0.43                doo                           
209.99               -0.43                doo                           
212.06               0.31                 doo                           
212.30               0.54                 doo                           
212.53               0.52                 doo                           
214.14               0.32                 doo                           
214.83               0.51                 doo                           
215.53               0.30                 doo                           
215.76               0.31                 doo                           
216.22               0.31                 doo                           
218.99               -0.40                doo                           
220.84               -0.41                doo                           
222.22               -0.40                doo                           
222.68               -0.65                doo                           
222.91               -0.63                doo                           
223.14               -0.42                doo                           
223.37               -0.42                doo                           
223.61               -0.39                doo                           
223.84               1.00                 da                            

                    
                    
                             
id: 01fe7b4cc53a4ab6aa512be7ff4da5eb url: t4_jejN8sSA                                   
PCO: 0.6840          AAE: 0.3632                                        
                                                                        
gt_time              time_dif             word                          
22.25                0.41                 night                         
24.39                -0.82                the                           
56.33                0.97                 today                         
71.31                -8.21                well                          
71.41                -6.26                i                             
71.61                -4.35                can                           
71.81                -4.29                find                          
72.06                -2.22                a                             
76.53                0.31                 is                            
102.81               0.32                 well                          
106.59               0.30                 day                           
115.65               1.34                 again                         
118.28               0.31                 me                            
118.53               1.92                 by                            
120.28               0.38                 i                             
128.98               0.34                 and                           
129.18               0.37                 day                           
132.72               0.39                 it                            
132.86               0.31                 in                            
133.86               0.36                 the                           
134.01               0.33                 summer                        
135.50               0.43                 a                             
135.75               0.30                 happy                         
136.05               0.54                 honey                         
136.45               1.65                 day                           
138.59               0.32                 i                             
139.23               0.39                 in                            
139.38               0.31                 the                           
139.58               0.30                 way                           
140.63               0.39                 in                            
140.78               0.31                 love                          
140.98               0.30                 with                          
141.77               0.32                 i                             
142.32               0.33                 sit                           
142.72               0.32                 down                          
143.56               0.31                 cry                           
144.01               0.49                 in                            
144.31               0.33                 pain                          
144.76               0.30                 with                          
145.11               0.30                 night                         
146.75               1.82                 and                           
151.53               0.34                 fantastic                     
154.66               0.36                 day                           
155.06               0.40                 today                         
157.89               0.35                 fantastic                     
161.08               0.37                 day                           
163.72               0.36                 well                          
163.92               0.37                 it's                          
164.06               0.41                 a                             
164.26               0.39                 fantastic                     
167.50               0.36                 day                           
167.95               0.52                 today                         
170.09               -0.97                well                          
170.48               0.37                 a                             
170.73               0.33                 fantastic                     
173.87               2.37                 day                           
176.51               0.36                 well                          
176.65               0.38                 it's                          
176.85               0.39                 a                             
177.05               0.35                 fantastic                     
180.24               0.37                 day                           
180.59               1.55                 today                         
182.87               0.40                 well                          
183.07               0.34                 it's                          
183.27               0.38                 a                             
183.47               0.32                 fantastic                     
186.61               0.38                 day                           

                    
                    
                             
id: 79590eac5fd247c790b24e2b51dd8021 url: mSZXWdKSQNM                                   
PCO: 0.6950          AAE: 2.2734                                        
                                                                        
gt_time              time_dif             word                          
28.34                0.36                 and                           
34.30                0.44                 and                           
38.19                0.33                 of                            
47.92                0.35                 in                            
58.62                -0.53                la                            
58.74                -0.58                la                            
59.23                -0.62                la                            
59.71                -0.90                la                            
60.08                -0.78                la                            
60.20                -0.44                la                            
61.17                -0.92                la                            
62.02                -0.36                la                            
64.09                -2.35                la                            
65.06                -3.07                la                            
65.91                -1.79                la                            
66.28                -1.18                la                            
66.40                -0.53                la                            
66.89                -0.51                la                            
67.37                -0.81                la                            
67.74                -0.71                la                            
68.83                -0.80                la                            
80.99                0.32                 in                            
88.78                0.38                 of                            
100.33               0.44                 of                            
111.64               -0.87                la                            
112.49               -1.04                la                            
112.98               -1.23                la                            
113.10               -0.58                la                            
113.58               -0.58                la                            
114.07               -0.88                la                            
114.43               -0.76                la                            
115.53               0.82                 la                            
116.38               1.64                 la                            
121.73               -0.32                la                            
123.19               0.91                 la                            
124.04               2.01                 la                            
151.89               0.33                 and                           
157.36               0.38                 ocean                         
157.85               0.36                 is                            
172.32               -0.92                you                           
178.03               0.49                 of                            
180.10               0.32                 in                            
189.34               -0.84                la                            
190.19               -0.74                la                            
190.68               -1.15                la                            
190.80               -0.97                la                            
191.29               -1.02                la                            
191.78               -1.09                la                            
192.14               -1.38                la                            
192.26               -1.32                la                            
193.23               -1.99                la                            
194.09               -2.66                la                            
196.15               -4.28                la                            
197.13               -5.18                la                            
197.98               -5.55                la                            
198.46               -5.06                la                            
198.59               -4.74                la                            
199.07               -4.92                la                            
199.56               -3.76                la                            
199.92               -3.83                la                            
200.04               -3.74                la                            
201.02               -4.46                la                            
201.87               -4.80                la                            
203.94               -6.65                la                            
204.91               -7.21                la                            
205.76               -7.99                la                            
206.25               -8.20                la                            
206.37               -8.11                la                            
206.85               -8.32                la                            
207.34               -8.62                la                            
207.71               -8.50                la                            
207.83               -8.13                la                            
208.80               -8.80                la                            
209.65               -9.47                la                            
211.72               -10.58               la                            
212.69               -11.11               la                            
213.54               -11.90               la                            
214.03               -12.10               la                            
214.15               -10.44               la                            
214.64               -10.58               la                            
215.12               -10.09               la                            
215.49               -10.01               la                            
215.61               -9.85                la                            
216.58               -10.76               la                            
217.43               -11.12               la                            
219.38               -12.88               la                            
220.35               -13.37               la                            
221.20               -13.80               la                            
221.57               -14.09               la                            
221.81               -14.08               la                            
222.30               -14.41               la                            
222.78               -14.82               la                            
223.15               -14.26               la                            
223.27               -13.61               la                            
224.24               -12.94               la                            
225.10               -13.28               la                            
227.16               -14.86               la                            
228.14               -15.34               la                            
228.99               -15.75               la                            
229.47               -15.92               la                            
229.59               -15.55               la                            
230.08               -15.43               la                            
230.57               -15.85               la                            
230.93               -15.26               la                            
231.05               -14.41               la                            
232.03               -14.64               la                            
232.88               -13.33               la                            
234.95               -14.45               la                            
235.92               -14.63               la                            
236.77               -14.37               la                            
237.26               -14.78               la                            
237.38               -14.44               la                            
237.86               -14.46               la                            
238.35               -14.00               la                            
238.72               -13.92               la                            
238.84               -13.72               la                            
239.81               -13.53               la                            
240.66               -13.38               la                            
242.73               -14.50               la                            
243.70               -15.01               la                            
244.55               -15.53               la                            
245.04               -15.37               la                            
245.16               -14.03               la                            
245.65               -13.54               la                            
246.13               -13.54               la                            
246.50               -13.62               la                            
246.62               -11.56               la                            
247.59               -9.66                la                            
248.44               -9.53                la                            

                    
                    
                             
id: 6c442872ddab413cb01a57ce28c49790 url: WqzBOhg-StU                                   
PCO: 0.7281          AAE: 0.2738                                        
                                                                        
gt_time              time_dif             word                          
3.28                 0.37                 you                           
3.61                 0.45                 so                            
4.06                 0.46                 that                          
4.29                 0.49                 i                             
4.52                 0.43                 need                          
4.97                 0.44                 you                           
9.48                 0.39                 that                          
9.70                 0.40                 i                             
10.38                0.37                 you                           
11.28                0.33                 that                          
11.51                0.33                 i                             
12.86                0.30                 deep                          
13.09                0.56                 inside                        
21.55                -0.39                quand                         
32.71                -0.86                ooh                           
36.88                -3.45                ooh                           
37.79                -0.66                ooh                           
39.59                -0.63                ooh                           
43.99                -1.48                j'irai                        
44.55                0.40                 la                            
45.12                0.46                 ou                            
45.46                0.40                 le                            
48.16                0.55                 le                            
48.61                0.35                 feu                           
49.29                0.58                 detes                         
49.97                0.37                 yeux                          
50.87                0.33                 je                            
51.09                0.31                 decouvrirai                   
54.37                0.41                 royaume                       
58.31                0.87                 j'imagin'rai                  
63.50                0.51                 ocean                         
71.17                -1.96                quand                         
74.10                0.38                 need                          
80.08                0.44                 you                           
80.31                0.42                 know                          
80.53                0.43                 that                          
80.76                0.44                 i                             
80.98                0.40                 need                          
81.43                0.43                 you                           
81.88                0.40                 so                            
82.34                0.37                 that                          
82.56                0.40                 i                             
82.79                0.36                 need                          
83.24                0.37                 you                           
83.91                0.37                 deep                          
84.14                0.58                 inside                        
85.72                0.33                 reve                          
87.75                0.34                 for                           
87.97                0.32                 eternity                      
101.96               -0.78                ooh                           
102.86               -0.77                ooh                           
103.76               1.16                 ooh                           
104.67               3.58                 ooh                           
109.18               -0.45                ooh                           
110.08               1.55                 ooh                           
110.98               0.88                 ooh                           
115.04               0.35                 je                            
115.49               0.32                 ferai                         
116.17               0.43                 un                            
116.62               0.30                 long                          
118.65               0.32                 comme                         
120.68               0.49                 oiseaux                       
122.03               -0.63                loin                          
122.26               0.65                 au                            
123.61               0.44                 de                            
126.21               3.39                 deux                          
133.20               0.40                 reves                         
135.34               -0.31                realite                       
137.71               -1.61                j'irai                        
144.82               0.32                 that                          
145.04               0.32                 i                             
145.27               0.33                 need                          
151.36               -0.44                don't                         
156.66               -0.38                quand                         
158.24               -0.33                will                          
164.22               0.49                 reve                          
172.22               1.38                 oh                            
175.04               0.37                 i                             
176.73               -0.42                you                           
177.19               -0.71                need                          
177.64               -0.65                you                           
178.09               -0.73                need                          
179.55               1.17                 oh                            
181.47               -0.33                don't                         
183.95               -0.53                you                           
184.40               -0.82                need                          
184.85               -0.76                you                           
185.31               -1.09                need                          
185.76               -0.78                you                           
186.43               1.35                 oh                            
188.69               -0.86                don't                         
191.00               -0.45                you                           
191.45               -0.74                need                          
191.90               -0.68                you                           
192.35               -0.74                need                          
192.81               -0.70                you                           
208.14               -2.09                don't                         
212.32               0.43                 inside                        
213.67               0.33                 reve                          
214.80               0.39                 will                          
215.25               0.33                 be                            
215.47               0.34                 mine                          
215.70               0.37                 for                           
217.50               0.33                 hear                          
222.41               0.50                 love                          
222.64               0.67                 is                            
222.86               0.52                 what                          
223.09               0.52                 i'm                           
223.31               0.48                 ready                         
223.76               0.50                 to                            
224.44               0.52                 and                           
224.67               0.50                 believe                       
227.77               0.37                 i'm                           
228.11               0.40                 dreaming                      
228.67               0.65                 of                            

                    
                    
                             
id: 95da8182c1b34833898d77d6c320d612 url: hDkvwbQwtyo                                   
PCO: 0.6538          AAE: 1.0826                                        
                                                                        
gt_time              time_dif             word                          
25.60                -22.91               a                             
25.75                -19.13               little                        
33.85                -1.11                a                             
34.00                -0.68                little                        
42.70                10.21                baby                          
61.15                -6.15                baby                          
61.45                -4.38                close                         
61.60                -4.28                your                          
61.75                -3.92                eyes                          
61.90                -3.02                and                           
62.05                -2.75                listen                        
69.70                -0.40                little                        
72.10                0.78                 please                        
74.95                0.37                 ain't                         
75.10                0.40                 satisfactioning               
77.80                -0.37                a                             
77.95                -0.36                little                        
79.00                0.36                 less                          
82.00                0.33                 mouth                         
83.50                0.83                 baby                          
83.80                0.90                 satisfy                       
84.25                1.05                 me                            
86.20                0.35                 me                            
86.35                0.97                 baby                          
88.30                -0.70                come                          
92.50                -1.49                grab                          
96.70                0.56                 on                            
97.00                0.51                 come                          
97.15                0.53                 on                            
98.65                -0.74                come                          
98.80                -0.73                on                            
99.10                -0.31                come                          
100.75               -1.17                come                          
100.90               -1.13                on                            
101.20               -1.18                come                          
101.35               -1.24                on                            
102.85               -1.44                don't                         
103.15               -1.09                procrastinate                 
103.90               -0.95                don't                         
104.20               -1.14                articulate                    
105.10               -1.06                girl                          
105.25               -0.79                it's                          
105.40               -0.69                getting                       
105.70               -0.62                late                          
106.00               -0.50                gettin                        
106.90               0.32                 around                        
108.55               0.41                 a                             
109.60               0.31                 conversation                  
117.55               -1.28                a                             
117.70               -0.94                little                        
120.70               0.45                 more                          
121.00               0.68                 spark                         
121.30               0.71                 close                         
121.45               0.98                 your                          
121.60               0.92                 mouth                         
121.75               1.46                 and                           
121.90               1.76                 open                          
122.20               2.41                 up                            
122.35               2.77                 your                          
122.50               3.25                 heart                         
122.95               3.65                 andbaby                       
123.25               4.35                 satisfy                       
123.85               8.05                 me                            
124.30               8.27                 satisfy                       
124.75               9.66                 me                            
125.35               9.43                 satisfy                       
125.95               10.55                me                            
126.55               11.11                satisfy                       
127.00               13.67                me                            
134.65               7.58                 satisfy                       
135.25               12.78                me                            
138.85               13.04                satisfy                       
139.30               17.65                me                            
159.25               -1.37                come                          
159.40               -0.85                on                            
167.65               0.44                 come                          
167.80               0.41                 on                            
167.95               0.49                 come                          
168.10               0.50                 on                            
169.60               -0.74                come                          
169.75               -0.73                on                            
170.05               -0.31                come                          
170.20               0.33                 on                            
171.70               -0.70                come                          
171.85               -0.76                on                            
172.15               -0.81                come                          
173.80               -1.20                don't                         
174.10               -1.08                procrastinate                 
174.85               -0.95                don't                         
175.15               -1.14                articulate                    
175.90               -0.49                girl                          
176.20               -0.68                it's                          
176.35               -0.69                getting                       
176.65               -0.64                late                          
176.95               -0.52                gettin                        
178.00               0.98                 around                        
182.65               0.88                 please                        
188.35               -0.87                a                             
188.50               -0.79                little                        
193.75               0.35                 andbaby                       
194.20               1.08                 satisfy                       
194.80               3.36                 me                            
195.10               4.38                 satisfy                       
195.70               6.41                 me                            
196.15               6.98                 satisfy                       
196.90               7.97                 me                            
201.40               4.33                 satisfy                       
202.00               6.07                 me                            

                    
                    
                             
id: 240750ef1e4f4367b20e244673519752 url: 8CIfudW67zs                                   
PCO: 0.7852          AAE: 0.4404                                        
                                                                        
gt_time              time_dif             word                          
21.56                -3.85                turn                          
22.89                0.38                 and                           
29.72                0.53                 along                         
34.14                0.37                 his                           
34.36                0.38                 way                           
40.09                0.57                 the                           
40.53                0.33                 night                         
41.86                0.52                 out                           
56.41                -8.28                since                         
61.93                0.34                 moon                          
63.47                0.45                 is                            
